Author,Title
Aaron Elkins,Gideon Oliver 01 - Fellowship of Fear
Aaron Elkins,Gideon Oliver 02
Aaron Elkins,Gideon Oliver 03 - Murder in the Queen's Armes
Aaron Elkins,Gideon Oliver 04
Aaron Elkins,Gideon Oliver 06
Aaron Elkins,Gideon Oliver 07
Aaron Elkins,Gideon Oliver 08 - Dead Men's Hearts
Aaron Elkins,Gideon Oliver 09
Aaron Elkins,Gideon Oliver 10
Aaron Elkins,Gideon Oliver 11
Aaron Elkins,Gideon Oliver 12 - Where There's a Will
Aaron Elkins,Gideon Oliver 13
Aaron Elkins,Gideon Oliver 14
Aaron Elkins,Gideon Oliver 15
Aaron Elkins,Gideon Oliver 16
Abraham Verghese,Cutting for Stone
Alan Dean Foster,Chronicles of Riddick
Alan Dean Foster,Dirge
Alan Dean Foster,Flinx Transcendent A Pip & Flinx Adventure
Alan Dean Foster,For Love of Mother-Not
Alan Dean Foster,Ghosts of Yesterday
Alan Dean Foster,Human Blend
Alan Dean Foster,Into the Thinking Kingdoms
Alan Dean Foster,Lost and Found
Alan Dean Foster,Mission to Moulokin
Alan Dean Foster,Phylogenesis
Alan Dean Foster,Star Trek Movie Tie-In
Alex Archer,Destiny
Alex Archer,Footprints
Alex Archer,Gabriel's Horn
Alex Archer,God of Thunder
Alex Archer,Paradox
Alex Archer,Provenance
Alex Archer,Rogue Angel 01 - Renaissance
Alex Archer,Rogue Angel 02 - Serpent's Kiss
Alex Archer,Rogue Angel 03 - The Cradle of Life
Alex Archer,Rogue Angel 29
Alex Archer,Rogue Angel 30
Alex Archer,Rogue Angel 31 - Tear of the Gods
Alex Archer,Rogue Angel 32 - Oracle's Message
Alex Archer,Rogue Angel 33 - Cradle of Solitude
Alex Archer,Rogue Angel 34 - Labyrinth
Alex Archer,Sacrifice
Alex Archer,Secret of the Slaves
Alex Archer,Seeker's Curse
Alex Archer,Serpent's Kiss
Alex Archer,Solomon's Jar
Alex Archer,Swordsman's Legacy
Alex Archer,The Bone Conjurer
Alex Archer,The Dragon's Mark
Alex Archer,The Golden Elephant
Alex Archer,The Lost Scrolls
Alex Archer,The Soul Stealer
Alex Archer,The Spider Stone
Alex Archer,The Spirit Banner
Alexander McCall Smith,The No. 1 Ladies' Detective Agency
Alexandra Adornetto,Halo
Alice Sebold,The Lovely Bones
Allan Leverone,Lonely Mile
Alyson Noel,The Immortals 01 - Evermore
Alyson Noel,The Immortals 02 - Blue Moon
Alyson Noel,The Immortals 03 - Shadowland
Andrea Goldsmith,The Prosperous Thief
Ann Aguirre,Doubleblind
Ann Aguirre,Grimspace
Ann Aguirre,Killbox
Ann Aguirre,Razorland 1 - Enclave
Ann Aguirre,Razorland 2 - Outpost
Ann Aguirre,Sirantha Jax 5 - Aftermath
Ann Aguirre,Sirantha Jax 6 - Endgame
Ann Aguirre,Wanderlust
Ann Marie Macdonald,Fall on Your Knees
Anna Funder,All That I Am
Anne Bishop,Black Jewels
Anne Bishop,Black Jewels - Twilight's Dawn
Anne Bishop,Black Jewels 01 - Daughter of the Blood
Anne Bishop,Black Jewels 02 - Heir to the Shadows
Anne Bishop,Black Jewels 03 - Queen of the Darkness
Anne Bishop,Black Jewels 04
Anne Bishop,Black Jewels 05
Anne Bishop,Black Jewels 06
Anne Bishop,Black Jewels 07 - Shalador's Lady
Anne Bishop,Ephemera 01 - Sebastian
Anne Bishop,Ephemera 02 - Belladonna
Anne Bishop,Tir Alainn 01
Anne Bishop,Tir Alainn 02
Anne Bishop,Tir Alainn 03
Anthony Bourdain,Bobby Gold Stories
Anthony Bourdain,Bone in the Throat
Anthony Bourdain,Cook's Tour - In Search of the Perfect Meal
Anthony Bourdain,Kitchen Confidential - Adventures in the Culinary Underbelly
Anthony Bourdain,Medium Raw - A Bloody Valentine to the World of Food and Cooking
Anya Bast,Dark Magick 01
Anya Bast,Dark Magick 02
Anya Bast,Elemental Witches 01
Anya Bast,Elemental Witches 02
Anya Bast,Elemental Witches 03
Anya Bast,Elemental Witches 04
Audrey Niffenegger,The Time Traveler's Wife
B.V. Larson,Amber Magic Haven Series 1
B.V. Larson,MECH
Barb & J.C. Hendee,Dhampir
Barb & J.C. Hendee,Thief of Lives
Barb & J.C. Hendee,Sister of the Dead
Barb & J.C. Hendee,Child of a Dead God
Barb & J.C. Hendee,The Noble Dead 05
Barb & J.C. Hendee,In Shade and Shadow
Barb & J.C. Hendee,Through Stone and Sea
Barb & J.C. Hendee,Traitor to the Blood
Barbara Freethy,Don't Say a Word
Barbara Freethy,Just the Way You Are
Barbara Freethy,One True Love
Barbara Freethy,Played
Barbara Freethy,Some Kind of Wonderful
Barbara Freethy,Taken
Becca Fitzpatrick,Crescendo
Becca Fitzpatrick,Hush
Ben Bova,The Aftermath
Ben Bova,The Exiles Trilogy
Ben Bova,The Trikon Deception
Ben Bova,The Watchmen
Benedict Jacka,Cursed
Benedict Jacka,Fated - An Alex Verus Novel
Benedict Jacka,Taken
Betty Smith,A Tree Grows in Brooklyn
Bill Bryson,A Short History of Nearly Everything
Bill Bryson,A Walk in the Woods - Rediscovering America on the Appalachian Trail
Bill Bryson,Bill Bryson's African Diary
Bill Bryson,I'm a Stranger Here Myself - Notes on Returning to America After Twenty Years Away
Bill Bryson,Neither Here Nor There - Travels in Europe
Bill Bryson,Seeing Further - The Story of Science & Discovery
Bill Bryson,The Life and Times of the Thunderbolt Kid
Brandon Sanderson,Alcatraz Versus the Evil Librarians
Brandon Sanderson,Alcatraz Versus the Knights of Crystallia
Brandon Sanderson,Alcatraz Versus the Scrivener's Bones
Brandon Sanderson,Mistborn - The Final Empire
Brandon Sanderson,The Hero of Ages
Brandon Sanderson,The Way of Kings
Brandon Sanderson,The Well of Ascension
Brandon Sanderson,Words of Radiance
Brent Weeks,Beyond the Shadows
Brent Weeks,Shadow's Edge
Brent Weeks,The Black Prism
Brent Weeks,The Way of Shadows
Brian S. Pratt,The Unsuspecting Mage - The Morcyth Saga Book One
C. E. Murphy,Negotiator Trilogy 01 - Heart of Stone
C. E. Murphy,Negotiator Trilogy 02 - House of Cards
C. E. Murphy,Negotiator Trilogy 03 - Hands of Flame
C. S. Lewis,A Grief Observed
C. S. Lewis,The Horse and His Boy
C. S. Lewis,The Magician's Nephew
C. S. Lewis,Out of the Silent Planet
C. S. Lewis,Perelandra
C. S. Lewis,The Screwtape Letters
C. S. Lewis,The Silver Chair
C. S. Lewis,Space Trilogy 01 - Out of the Silent Planet
C. S. Lewis,Space Trilogy 02 - Perelandra
C. S. Lewis,Space Trilogy 03 - That Hideous Strength
C. S. Lewis,That Hideous Strength
C. S. Lewis,The Lion the Witch & the Wardrobe
C. S. Lewis,The Voyage of the Dawn Treader
C.J. Box,Open Season
C.J. Box,Trophy Hunt
C.J. Box,In Plain Sight
C.J. Box,Free Fire
C.J. Box,Blood Trail
C.J. Box,Below Zero
C.J. Box,Blue Heaven
C.J. Box,Nowhere to Run
C.J. Box,Out of Range
C.J. Box,Savage Run
C.J. Box,Winterkill
Caitlin Kittredge,Anthology - Huntress
Caitlin Kittredge,Black and White
Caitlin Kittredge,Daemon's Mark
Caitlin Kittredge,Shades of Gray
Carlos Ruiz Zafon,The Shadow of the Wind
Carole Nelson Douglas,Dancing With Werewolves
Carole Nelson Douglas,Silver Zombie - Delilah Street Paranormal Investigator
Cassandra Clare,City of Ashes
Cassandra Clare,City of Glass
Charlaine Harris,Aurora Teagarden 01 - Real Murders
Charlaine Harris,Aurora Teagarden 02 - A Bone to Pick
Charlaine Harris,Aurora Teagarden 03 - Three Bedrooms Two Baths
Charlaine Harris,Aurora Teagarden 04 - Last Scene Alive
Charlaine Harris,Aurora Teagarden 05 - Poppy Done to Death
Charlaine Harris,Aurora Teagarden 06 - A Fool and His Honey
Charlaine Harris,Aurora Teagarden 07 - Death by Accident
Charlaine Harris,Aurora Teagarden 08 - Poppy Done to Death
Charlaine Harris,From Dead to Worse
Charlaine Harris,Harper Connelly 01 - Grave Sight
Charlaine Harris,Harper Connelly 02 - Grave Surprise
Charlaine Harris,Lily Bard 01 - Shakespeare's Landlord
Charlaine Harris,Lily Bard 02 - Shakespeare's Champion
Charlaine Harris,Lily Bard 03 - Shakespeare's Christmas
Charlaine Harris,Lily Bard 04 - Shakespeare's Trollop
Charlaine Harris,Lily Bard 05 - Shakespeare's Counselor
Charlaine Harris,Sookie Stackhouse 01 - Dead Until Dark
Charlaine Harris,Sookie Stackhouse 02 - Living Dead in Dallas
Charlaine Harris,Sookie Stackhouse 03 - Club Dead
Charlaine Harris,Sookie Stackhouse 04 - Dead to the World
Charlaine Harris,Sookie Stackhouse 05 - Dead as a Doornail
Charlaine Harris,Sookie Stackhouse 06 - Definitely Dead
Charlaine Harris,Sookie Stackhouse 07 - All Together Dead
Charlaine Harris,Sookie Stackhouse 08 - From Dead to Worse
Charlaine Harris,Sookie Stackhouse 11 - Dead Reckoning
Charlaine Harris,Sookie Stackhouse 4.1 - Fairy Dust
Charlaine Harris,Sookie Stackhouse 4.2 - Dancers in the Dark
Charlaine Harris,Sookie Stackhouse 7.1 - Dracula Night
Charlaine Harris,Sookie Stackhouse 8.1 - Gift Wrapped
Charles Frazier,Nightwoods
Cherie Priest,Bloodshot
Chloe Neill,Firespell
Chloe Neill,Friday Night Bites
Chloe Neill,Hexbound
Chloe Neill,Some Girls Bite
Chris Marie Green,A Drop of Red
Chris Marie Green,Break of Dawn
Chris Marie Green,Deep in the Woods
Chris Marie Green,Vampire Babylon 01 - Night Rising
Chris Marie Green,Vampire Babylon 02 - Midnight Reign
Christopher Moore,Fool
Cody McFadyen,Abandoned - A Thriller
Cody McFadyen,The Darker Side
Cody McFadyen,The Face of Death
Colleen Gleason,As Shadows Fade
Colleen Gleason,Bleeding Dusk
Colleen Gleason,Rest Falls Away
Colleen Gleason,Rises the Night
Colleen Gleason,When Twilight Burns
Cormac McCarthy,Blood Meridian - Or the Evening Redness in the West
Cormac McCarthy,All the Pretty Horses
Cormac McCarthy,The Crossing
Cormac McCarthy,Cities of the Plain
Cormac McCarthy,Child of God
Cormac McCarthy,No Country for Old Men
Cormac McCarthy,Suttree
Cormac McCarthy,The Gardener's Son
Dan Abnett,First and Only
Dan Abnett,Horus Heresy 01 - Legion
Dan Abnett,Horus Heresy 07 - Legion
Dan Abnett,Horus Heresy 15 - Know No Fear
Dan Ariely,The Irrational Bundle
Daniel Quinn,Ishmael
Darren Shan,A Living Nightmare
Darren Shan,Allies of the Night
Darren Shan,Bec
Darren Shan,Cirque Du Freak 06 - Vampire Prince
Darren Shan,Demonata 10 - Hell's Heroes
Darren Shan,Death's Shadow
Darren Shan,Hunters of the Dusk
Darren Shan,Killers of the Dawn
Darren Shan,Lord of the Shadows
Darren Shan,Slawter
Darren Shan,Sons of Destiny
Darren Shan,The Lake of Souls
Darren Shan,Trials of Death
Darren Shan,Tunnels of Blood
Darren Shan,The Vampire's Assistant
Dave Eggers,Zeitoun
David Baldacci,The Christmas Train
David Gemmell,Lord of the Silver Bow
David Gemmell,Shield of Thunder
David Gemmell,Troy - Fall of Kings
David Sedaris,Dress Your Family in Corduroy and Denim
David Sedaris,Let's Explore Diabetes with Owls
David Sedaris,Me Talk Pretty One Day
David Sedaris,Naked
David Sedaris,The Santa Land Diaries
Deborah Sharp,Mama Does Time
Deborah Sharp,Mama Gets Hitched
Deborah Sharp,Mama Rides Shotgun
Deborah Sharp,Mama Sees Stars
Devon Monk,Allie Beckstrom 01 - Magic to the Bone
Devon Monk,Allie Beckstrom 02 - Magic in the Blood
Devon Monk,Allie Beckstrom 03 - Magic in the Shadows
Devon Monk,Allie Beckstrom 04 - Magic on the Storm
Devon Monk,Allie Beckstrom 05 - Magic at the Gate
Dexter Palmer,The Dream of Perpetual Motion
Diana Gabaldon,Breath of Snow and Ashes
Diana Gabaldon,Dragonfly in Amber
Diana Gabaldon,Drums of Autumn
Diana Gabaldon,Echo in the Bone
Diana Gabaldon,The Fiery Cross
Diana Gabaldon,Lord John and the Brotherhood of the Blade
Diana Gabaldon,Lord John and the Hand of Devils
Diana Gabaldon,Lord John and the Private Matter
Diana Gabaldon,Voyager
Diane Chamberlain,The Midwife's Confession
Dianne Sylvan,Queen of Shadows
Don Piper,90 Minutes in Heaven - A True Story of Death and Life
Donald Ray Pollock,Knockemstiff
Donald Ray Pollock,The Devil All the Time
Donna Ball,A Year on Ladybug Farm
Donna Ball,At Home on Ladybug Farm
Donna Ball,Love Letters from Ladybug Farm
Donna Morrissey,Kit's Law
Donna Woolfolk Cross,Pope Joan - A Novel
Douglas Adams,Dirk Gently's Holistic Detective Agency
Douglas Adams,Mostly Harmless - Hitchhiker's Guide 05
Douglas Adams,So Long, and Thanks for All the Fish
Douglas Adams,The Hitchhiker's Guide to the Galaxy
Douglas Adams,The Restaurant at the End of the Universe
Douglas Adams,Life, the Universe and Everything
Douglas Adams,The long dark tea-time of the soul
Douglas Adams,Young Zaphod Plays it Safe
E L James,Fifty Shades of Grey
E L James,Fifty Shades Darker
E L James,Fifty Shades Freed
E.E. Knight,Age of Fire 04
E.E. Knight,Vampire Earth 01 - Way of the Wolf
E.E. Knight,Vampire Earth 02 - Choice of the Cat
E.E. Knight,Vampire Earth 03 - Eon of Destruction
E.E. Knight,Vampire Earth 04 - Valentine's Rising
E.E. Knight,Vampire Earth 05 - Valentine's Exile
E.E. Knight,Vampire Earth 06 - Valentine's Resolve
E.E. Knight,Vampire Earth 07 - Fall with Honor
E.E. Knight,Vampire Earth 08 - War of the Spider Queen
E.E. Knight,Vampire Earth 09 - March in Country
Edgar Rice Burroughs,A Princess of Mars
Edgar Rice Burroughs,At the Earth's Core
Edgar Rice Burroughs,The Gods of Mars
Edgar Rice Burroughs,John Carter of Mars - Volume 3 - The Chessmen of Mars
Edgar Rice Burroughs,John Carter of Mars Vol. 4 - A Fighting Man of Mars & Swords of Mars
Edgar Rice Burroughs,John Carter of Mars Vol. 5 - Synthetic Men of Mars & Llana of Gathol
Edgar Rice Burroughs,Out of Time's Abyss
Edgar Rice Burroughs,Swords of Mars
Edgar Rice Burroughs,Synthetic Men of Mars
Edgar Rice Burroughs,Tanar of Pellucidar
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,Tarzan the Terrible
Edgar Rice Burroughs,The Beasts of Tarzan & The Son of Tarzan
Edgar Rice Burroughs,The Cave Girl
Edgar Rice Burroughs,The Chessmen of Mars
Edgar Rice Burroughs,The Complete Moon Trilogy - The Moon Maid
Edgar Rice Burroughs,The Efficiency Expert
Edgar Rice Burroughs,The Eternal Savage - Nu of the Neocene
Edgar Rice Burroughs,The Girl from Farris's
Edgar Rice Burroughs,The Land That Time Forgot
Edgar Rice Burroughs,The Lost Continent
Edgar Rice Burroughs,The Master Mind of Mars
Edgar Rice Burroughs,The Monster Men
Edgar Rice Burroughs,The Outlaw of Torn
Edgar Rice Burroughs,The People That Time Forgot
Edgar Rice Burroughs,The Return of Tarzan
Edgar Rice Burroughs,The Warlord of Mars
Edgar Rice Burroughs,Thuvia, Maid of Mars
Eileen Wilks,Blood Challenge
Eileen Wilks,Entangled
Eileen Wilks,World of the Lupi 01
Eileen Wilks,World of the Lupi 02
Eileen Wilks,World of the Lupi 03
Eleanor Brown,The Weird Sisters
Elizabeth Bear,House of the Rising Sun
Elizabeth Bear,Ice
Elizabeth Bear,Lucifugous
Elizabeth Bear,One-Eyed Jack and the Suicide King
Elizabeth Bear,Sonny Liston Takes the Fall
Elizabeth Bear,The Cold Blacksmith
Elizabeth Bear,The Company of Four
Elizabeth Bear,The Devil You Don't
Elizabeth Bear,The Rest of Your Life in a Day
Elizabeth C. Mock,Shatter - The Children of Man
Emma Donoghue,Room
Erik Larson,The Devil in the White City - Murder, Magic, and Madness at the Fair That Changed America
Erin Brockovich,Rock Bottom
Erin Morgenstern,The Night Circus
Ernest Hemingway,The Sun Also Rises
Eve Silver,Compact of Sorcerors 01 - Demon's Kiss
Eve Silver,Compact of Sorcerors 02 - Demon's Hunger
Eve Silver,Otherkin 00 - Sin's Daughter
Eve Silver,Otherkin 01 - Sins of the Heart
Eve Silver,Otherkin 02 - Sins of the Soul
Eve Silver,Otherkin 03 - Sins of the Flesh
Faith Hunter,Bloodring
Faith Hunter,Host
Faith Hunter,Seraphs
Faith Hunter,Skinwalker
Felix Gilman,Made World
Felix Gilman,Thunderer
Fred Vargas,An Uncertain Place
Fred Vargas,The Chalk Circle Man
Fred Vargas,The Three Evangelists
Fred Vargas,This Night's Foul Work
Fred Vargas,Wash This Blood Clean from My Hand
Gabriel Garcia Marquez,Love in the Time of Cholera
Garth Nix,Abhorsen
Garth Nix,Above the Veil
Garth Nix,Across the Wall
Garth Nix,Aenir
Garth Nix,By Blood We Live
Garth Nix,Castle
Garth Nix,Drowned Wednesday
Garth Nix,Grim Tuesday
Garth Nix,Into Battle
Garth Nix,Lady Friday
Garth Nix,Lirael
Garth Nix,Lord Sunday
Garth Nix,Mister Monday
Garth Nix,Sabriel
Garth Nix,Shade's Children
Garth Nix,Sir Thursday
Garth Nix,Superior Saturday
Garth Nix,The Fall
Garth Nix,The Violet Keystone
Gav Thorpe,Malekith
Gav Thorpe,The Crown of the Blood
Gav Thorpe,Path of the Warrior
George R.R. Martin,A Game of Thrones
George R.R. Martin,A Clash of Kings
George R.R. Martin,A Storm of Swords
George R.R. Martin,A Feast for Crows
George R.R. Martin,A Dance with Dragons
George R.R. Martin,Songs of Love and Death
George R.R. Martin,Windhaven
Gillian Flynn,Gone Girl
Gini Koch,Katherine Katt 01 - Touched by an Alien
Gini Koch,Katherine Katt 02 - Alien Slave Trade
Gini Koch,Katherine Katt 03 - Alien in the Family
Glen Cook,Angry Lead Skies
Glen Cook,Bitter Gold Hearts
Glen Cook,Ceremony
Glen Cook,Cold Copper Tears
Glen Cook,Cruel Zinc Melodies
Glen Cook,Deadly Quicksilver Lies
Glen Cook,Doomstalker
Glen Cook,Dreams of Steel
Glen Cook,Faded Steel Heat
Glen Cook,Lord of the Silent Kingdom
Glen Cook,Old Tin Sorrows
Glen Cook,Petty Pewter Gods
Glen Cook,Red Iron Nights
Glen Cook,Shadow Games
Glen Cook,Shadowline
Glen Cook,She Is the Darkness
Glen Cook,Starfishers
Glen Cook,Surrender to the Will of the Night
Glen Cook,Sweet Silver Blues
Glen Cook,The Black Company
Glen Cook,The Silver Spike
Glen Cook,The Tyranny of the Night
Glen Cook,The White Rose
Glen Cook,Warlock
Glen Cook,Whispering Nickel Idols
Glenda Larke,Stormlord Rising
Glenda Larke,The Last Stormlord
Graham Vickers,Chasing Lolita - How Popular Culture Corrupted Nabokov's Little Girl
Greg Bear,Anvil of Stars
Greg Bear,Halo Cryptum
Greg Bear,Heads
Greg Bear,Legacy
Greg Bear,The Forge of God
Greg Bear,The Infinity Concerto
Greg Bear,The Way of All Ghosts
Gregory Maguire,A Lion Among Men
Gregory Maguire,Lost
Gregory Maguire,Matchless - A Christmas Story
Gregory Maguire,Son of a Witch
Gregory Maguire,What-the-Dickens - The Story of a Rogue Tooth Fairy
Gregory Maguire,Wicked - The Life and Times of the Wicked Witch of the West
Helen Dunmore,A Spell of Winter
Helen Simonson,Major Pettigrew's Last Stand
Henry H. Neff,The Fiend and the Forge
Henry H. Neff,The Hound of Rowan
Henry H. Neff,The Second Siege
Herbert Loma,The Year of the Hare
Hugh Howey,Wool Omnibus Edition
Iain Banks,A Song of Stone
Iain Banks,Against a Dark Background
Iain Banks,Complicity
Iain Banks,The Crow Road
Iain Banks,The Wasp Factory
Iain Banks,Walking on Glass
Iain Banks,Whit
Iain M. Banks,Consider Phlebas
Iain M. Banks,The Player of Games
Iain M. Banks,The State of the Art
Iain M. Banks,Use of Weapons
Iain M. Banks,Excession
Iain M. Banks,Inversions
Iain M. Banks,Look to Windward
Ian McEwan,Atonement
Ilona Andrews,Curran 01 - Magic Strikes
Ilona Andrews,Kate Daniels 05 - Magic Breaks
Ilona Andrews,On the Edge
J. K. Rowling,Harry Potter 01 - Philosopher's Stone
J. K. Rowling,Harry Potter 02 - Chamber of Secrets
J. K. Rowling,Harry Potter 03 - Prisoner of Azkaban
J. K. Rowling,Harry Potter 04 - Goblet of Fire
J. K. Rowling,Harry Potter 05 - Order of the Phoenix
J. K. Rowling,Harry Potter 06 - Half-Blood Prince
J. K. Rowling,Harry Potter 07 - Deathly Hallows
J. K. Rowling,Quidditch Through the Ages
J. K. Rowling,The Tales of Beedle the Bard
J.R. Ward,Covet
J.R. Ward,Crave
J.R. Ward,Father Mine - Zsadist and Bella's Story
J.R.R. Tolkien,The Children of Hurin
J.R.R. Tolkien,The Fellowship of the Ring
J.R.R. Tolkien,The Hobbit
J.R.R. Tolkien,The Legend of Sigurd and Gudrun
J.R.R. Tolkien,The Lord of the Rings
J.R.R. Tolkien,The Return of the King
J.R.R. Tolkien,The Two Towers
Jack Campbell,The Lost Fleet 01 - Dauntless
Jack Campbell,The Lost Fleet 02 - Fearless
Jack Campbell,The Lost Fleet 03 - Courageous
Jack Campbell,The Lost Fleet 04 - Valiant
Jack Campbell,The Lost Fleet 06 - Victorious
Jack Dann,Ghosts by Gaslight
Jack Ketchum,Book of Souls
Jack Ketchum,Broken on the Wheel of Sex
Jack Ketchum,Cover
Jack Ketchum,Hide and Seek
Jack Ketchum,Joyride
Jack Ketchum,Off Season
Jack Ketchum,Offspring
Jack Ketchum,She Wakes
Jack Ketchum,Stranglehold
Jack Ketchum,The Crossings
Jack Ketchum,The Girl Next Door
Jack Ketchum,The Passenger
Jacqueline Carey,Banewreaker
Jacqueline Carey,Godslayer
Jacqueline Carey,Kushiel's Avatar
Jacqueline Carey,Kushiel's Chosen
Jacqueline Carey,Kushiel's Dart
Jacqueline Carey,Kushiel's Justice
Jacqueline Carey,Kushiel's Mercy
Jacqueline Carey,Kushiel's Scion
Jacqueline Carey,Naamah's Curse
Jacqueline Carey,Naamah's Kiss
Jacqueline Carey,The Final Testament of the Holy Bible
James Dashner,The Maze Runner
James Dashner,The Scorch Trials
James Dashner,The Death Cure
James Dashner,The Kill Order
James Patterson,Alex Cross 01 - Along Came a Spider
James Patterson,Alex Cross 02 - Kiss the Girls
James Patterson,Alex Cross 03 - Jack & Jill
James Patterson,Alex Cross 04 - Cat & Mouse
James Patterson,Alex Cross 05 - Pop Goes the Weasel
James Patterson,Alex Cross 06 - Roses are Red
James Patterson,Alex Cross 07 - Violets Are Blue
James Patterson,Alex Cross 08 - Four Blind Mice
James Patterson,Alex Cross 09 - The Big Bad Wolf
James Patterson,Alex Cross 10 - London Bridges
James Patterson,Alex Cross 11 - Mary
James Patterson,Alex Cross 12 - Cross
James Patterson,Alex Cross 13 - Double Cross
James Patterson,Alex Cross 14 - Cross Country
James Patterson,Alex Cross 15 - Alex Cross's Trial
James Patterson,Alex Cross 16 - I
James Patterson,Alex Cross 17 - Cross Fire
James Patterson,Alex Cross 18 - Kill Alex Cross
Jamie Ford,Hotel on the Corner of Bitter and Sweet
Jan Philipp Sendker,The Art of Hearing Heartbeats
Jane Yolen,Slipping Sideways Through Eternity
Jane Yolen,The Quiet Monk
Jane Yolen,The Sleep of Trees
Janet Evanovich,One for the Money
Jaycee Lee Dugard,A Stolen Life - A Memoir
Jaye Wells,Red Headed Stepchild
Jaye Wells,The Mage in Black
Jean Johnson,A Soldier's Duty
Jean Johnson,An Officer's Duty
Jean Kwok,Girl in Translation
Jeaniene Frost,At Grave's End
Jeaniene Frost,Destined for an Early Grave
Jeaniene Frost,Eternal Kiss of Darkness
Jeaniene Frost,First Drop of Crimson
Jeaniene Frost,Halfway to the Grave
Jeaniene Frost,Haunted by Your Touch
Jeaniene Frost,One Foot in the Grave
Jeaniene Frost,Unbound
Jeaniene Frost,Weddings From Hell
Jeanne C. Stein,Anna Strong 01
Jeanne C. Stein,Anna Strong 02
Jeanne C. Stein,Legacy
Jeanne DuPrau,City of Ember 01
Jeanne Ray,Eat Cake
Jeanne Ray,Julie and Romeo
Jeanne Ray,Step-Ball-Change
Jeannette Walls,The Glass Castle
Jeff Hirsch,The Eleventh Plague
Jefferson Bass,Carved in Bone
Jefferson Bass,Flesh and Bone
Jefferson Bass,The Bone Thief
Jefferson Bass,The Bone Yard
Jefferson Bass,The Devil's Bones
Jefferson Bass,Bones of Betrayal
Jeffrey Eugenides,Middlesex
Jenna Blum,Those Who Save Us
Jenna Miscavige Hill,Beyond Belief
Jennifer Estep,Spider's Bite
Jennifer Estep,Spider's Revenge
Jennifer Estep,By a Thread
Jennifer Estep,Deadly Sting
Jennifer Estep,Karma Girl
Jennifer Estep,Venom
Jeri Smith-Ready,Bad to the Bone
Jeri Smith-Ready,Eyes of Crow
Jeri Smith-Ready,Reawakened
Jeri Smith-Ready,Requiem for the Devil
Jeri Smith-Ready,Voice of Crow
Jim Butcher,Academ's Fury
Jim Butcher,Captain's Fury
Jim Butcher,Changes
Jim Butcher,Cursor's Fury
Jim Butcher,First Lord's Fury
Jim Butcher,Furies of Calderon
Jim Butcher,Princeps' Fury
Jim Butcher,Side Jobs - Stories from the Dresden Files
Jim Butcher,Dresden Files 05 - Death Masks
Jim Butcher,Dresden Files 06 - Blood Rites
Jim Butcher,Dresden Files 07 - Dead Man's Deal
Jim Butcher,Dresden Files 08 - Proven Guilty
Jim Butcher,Dresden Files 09 - White Night
Jim Butcher,Dresden Files 11 - Small Favor
Jim Butcher,Dresden Files 12 - Changes
Jim Fergus,One Thousand White Women
Jocelynn Drake,Dawnbreaker
Jocelynn Drake,Dayhunter
Jocelynn Drake,Nightwalker
Jocelynn Drake,Pray for Dawn
Jocelynn Drake,Wait for Dusk
Jodi Picoult,Change of Heart
Jodi Picoult,Lone Wolf
Jodi Picoult,My Sister's Keeper
Jodi Picoult,The Tenth Circle
Joe Hill,20th Century Ghosts
Joe Hill,Heart-Shaped Box
Joe Hill,Horns
John Flanagan,Ranger's Apprentice 01 - The Ruins of Gorlan
John Flanagan,Ranger's Apprentice 02 - The Burning Bridge
John Flanagan,Ranger's Apprentice 03 - The Icebound Land
John Flanagan,Ranger's Apprentice 04 - The Battle for Skandia
